topic id,Connected nodes
1707,[1772    4 1744  130  132]
1708,[ 283  266  281 1558  342]
1709,[ 14 288 130 132   2 161 158 317]
1710,[ 288    0   49  188  161   84 6106 2288 3721]
1820,[1176    0   35 2099 1558  353   67  288 2275    4   84  158   49]
1711,[2037  335 1793  130  878   67   50  361   13   16  158]
1826,"[   0   50  353   84  372   72   67  281   13  146 2099  158  288   35
  161  101 2243]"
1713,[1109   67    7  266  255  288    1  164 2075 2099  204   35 2037  283]
1737,[ 168 1109  132  878 2099  317  283  288]
1714,[ 266 1209  878]
1999,[ 857   16 2075  329  315 1066 2220 2351 2392 4720    7]
1716,[2027  161  878  100 1730   49 1209    7   35  288   67  158]
1717,[1772  287  878]
1719,[2037    7]
1728,[2075  293  132  188  878  288    4  130  255 1104  158]
1994,[ 288 2351  158 2288]
1721,[1558    2  329   56  130  161  281   16  283 2075 1104  132]
2000,"[ 293  281   16  315   67    4 2075    7  342  161  333 2750  887  208
 1578 1109 1066 2082  361  861 2220   35  158 3491]"
1723,[   0    1   67 8018 8346]
1734,"[2075  878  287  333  329  281  315 2099 2082 1812  283  133   67   35
  335  101   16 6098 2392   49  288]"
1724,[   0 1730 1772  878   67 1209  161   50  158  861]
1725,[ 132 1104 1209]
1726,[ 130 1104 2075  287  333 2037 6106]
1732,[  67   14   16  353  161 2037    0 3491  168 2170]
1731,[  67  495  255  315  287 2099  132  317  283]
1729,[2075  132  288   14  878 2082 8001 7481 6359 9482 7543]
1733,"[2082   16   67  878   28   56 1730  131 1558  287  132  333   85  317
  281  158]"
1755,[  67  353   84  130 2099 5343 6243]
1730,[1772   72   16  132  329  130  958   29  188  315  317 2099   84  857]
1814,[ 208 1558 2099  315  281 1104  283]
1742,[1104 1209  132]
1735,[67  1  0]
1753,"[   7 2075   85    1  131    0  878  333   28  132 2099 1109   67  208
 1209  158]"
1736,[  67   14  188  878   72 2220  158]
3700,[6260 6322 4151 2306  353 6712  326  132 6168 6278 7635   56    1]
1838,"[ 358 2306    4 2075  329  146  281    2   35    0 2099  283  288 1558
  132   65    7 2220  274 2027]"
1739,"[   4   49  131  333  287  188  317  130  288  283   72 2075 1104   35
 2027 1558]"
1741,[ 283 2075  293 1793  288 2099 2082  158   16  255    2]
1744,[   0   67   14 2082  161 1209 2027 2099  158]
1743,[  85    7 2099   14  132]
1762,[ 208 1793  358 2099  315  288  287  283  132]
1745,"[ 298  335 2075    2 2113   35   49  132 1793  100  372   14  131    0
  161   16  333  158   56  101 2082    4  288 2099    7  130   67  317
  283 1983]"
1747,[ 298 2099  991   49  288 2220 3721  131 7958]
1748,"[ 281 2113   35 2075   67  130  279  293   14  255  329 1558 1109 2099
   29  991  958  101  317 1983  861  161  878   16  288   49  188   72
  132 1066  283 6117 3721 6122 6113 6115 1772 7616 7405 6207 7508 2750
 7567 1986 6247 7424 7636 6151  505 6317 2392]"
1749,"[ 188    1   49    2  130  161  358  293 2099   72   14  878  353  101
   67   16  131  132   84]"
1750,[  13  158    2 2075 1772  188  887  132]
1760,[ 283 2144 2075  317   67  333  161 1209  158 2099 1772  878]
1751,"[ 333 1109 2113 1772    1    2   56    7    6   35 2075  283 1209  991
  132  317  101   67  130   28  329  131   29  266  293 2099   54   84
   14  298    0 2144   65 2082  274  288  255   16 2037  315 6117]"
1754,[  85  130    7  333  878 1066 6115   68 9548  288]
1790,[   0 1793 2099   28  353 1066   67  132  161  158    4    1]
1756,[1109 2099  130  208    1    2   56    7  255 1812  283  288   84  132]
1757,"[1812 1209    1  281   72 1104  132   84 1109 1983   85  283   56  333
  168    0   67  208]"
1759,[ 208 2099   67 1209  161    4  333  317  353  130  132  158]
1758,[1772  283]
1761,[ 281   14  130 2075 1730   16  101  861  287 2082]
1763,[2037  266   16    0    7   67 2099  288  991 2082  329]
1766,"[2170 1793  131  283   49   67  161 1812 2099  281 1209  335 1983  208
  158]"
1771,"[ 132  281    7  101 1109 2099 1209   84 1772 1983  333  288  158   14
 1176  274   67  131 2256  358    0 2288    2   65  495 3491 6106 1986
 6117  283 2306  130 5805 6168   16 6208 2037 6209 6207 2820   49 6249
 7496 7543 7600 1558 7622 7405 6274 6260 8026 8102 9475 9335 9471 9174
 8346 8736 6113 9446 9144 9503 9504 9609 9304 9621]"
1768,"[ 991  255   67   84    2   14  131  281   49  283   29  164 2037  326
   35 2099 2027 2209  333   16  274 2871  878 2306 6106]"
1769,[1176   67  161  208 1209 2099  158  283   14]
1774,"[ 335  132 2183   14  161  283  208   67 2082 2099 1109  958  158   72
   49  164  861 2075  131   29  204 2179 1104    1 1812   84 1558  333
  991 1730    7    2  188 2220]"
1778,"[ 208   67    0   72 2099  287  274 2082  288  101  283 2205   54 1983
    2  317  861 2075   16]"
1786,[ 323 2099  164   49    7]
1777,[ 158 2205  132   67 2099  333  342  101  283 1209  161  100]
1779,[2082  991  281]
1782,[ 161    2 2075   16  283   67 2037]
1783,"[2179   16    4  283   14  164 2099  132  861 2205    2  495  131    0
  342   67   35 2082  274   65  158 2075 1793 2220  168  857    7  266
  991 2037 1983  288  130  317 2275 2306]"
1791,"[  91    0 2220   14  887 2205 2209  288    4  333 2099 1209  878   85
 1983    2  287 2075   56  158  317 3491   67 2392 3711   86 5359  315
 5590]"
1785,"[ 158    0  161  131 2205 2179   16   29  100  342   14   84   67 1176
   35 1209 2099 2082  991   49  335]"
1876,[ 274 1209]
1944,"[   7   91 2275 2256  288  208   67  274   35  333    2 1986   85 1812
  315    0  130 2288  132   25  283 6122    1 7604 6106 3721 7643]"
1792,[2209 2075 6292    0 6115]
1788,[   1   10  283   14  101   49  132   16   84   13  130   67  288 6113]
1789,[2220   49  353  131  208 2099 1209   56   67  161  100  288   72  158]
1798,[ 266 2099   16  991 1793  132  342  281   14 2037  168]
1793,[   0  132 2099 1209   67  158 1730  353]
3783,[ 326   56    0 7481]
3797,[   7    3 7622 2820 7620 6207 7346 7616  287  132]
3759,[2392 1558 7604 7600 3721 7405    1   56   49 6269 7346]
1795,[1109 2099 1558 2144 2220 1104  132  161    0  130]
1799,"[  91 2099  132  288   16 2220  188   35    1  208   84 7846 9636 9620
 1558 9149 9679 7504 9707]"
1800,"[2243   16 2099  132  288   67   14   49   35  861 1730  208   84  283
   56 2075 1558  158]"
1905,[2623   50]
1902,[2220  288   85    2  315   65 1066    0  161  158  865]
1802,[1793  293 1109 2220 1209 2099 1772  158]
1803,[1209  132 2099 2075   72  288   68 1578]
1805,"[   0  293 2144 2075   67 2243  161  100   50  158 2099 1209 1066  288
    4    7  164]"
1804,[2256  288  208   67  161 2099 2243  861  164  131   84   54    4]
1806,[ 130   44 2075  146]
1807,"[ 887  288  266 2099 1066   84 2082   56    4 1812  342  204  353 2037
   54   67 2220 2256 1983  133    0  495 2392 3491 4720 5082 2209 6113
 6106 6208 9475 8114    1 8151  164 8117 7600 8026]"
1836,[2271  161   49  288    0  158  293]
1808,[   0 2099  132  288 1066 2075   84   35]
1810,"[2271 2099 1209  130   35   67   84   16  326  887 1793  158  288 2243
  266  101]"
1811,"[1793 2099 1812 2170    7 2243  130 2271   49 2075  158  288  283  132
   35   13    0   84    4  274  161  335  279  315   54 2319 2288 2349]"
1812,[ 887 2144  158 2099   16    7]
1813,"[  85    4   11   67   49    9   40    1    8   91  152  158   64  144
  167    0  299  279  108   17    3  283  288  161  320  293  274  353
  298  131  563 1122 2271  204   35 2075 2144 2099  266   56  281  164
  861 2256 2288   84 1558 2319  146  188  101 2082 2220  269 5113 4151
 2392 4720 6121  132 6117 6209 6278 6264 9475   16 6207 6310 6266]"
1815,"[ 288 2275 2099 2243   67  281 1066   35 2027  298   84   50  158 1176
    0]"
1816,[ 288 2099  353  101   67 2271]
1865,[ 161   67    0 2099 1066 2082   16  101  131 1793  269 2345  158]
1827,[  84 2099  158   28 2144   91   85  108  288  132   49 6168 6113 6272]
1818,[  67 2275  208  281 2243]
1821,[2288  353   67   84 2099   72  208  161 2275 1793  158    0]
1823,[ 130   14 2075 2809]
1889,[   0   67 2306  132 2351  161  274 1209]
1825,"[ 288  132    7  208  101   35 2075 2099  130  161    4  353   67  164
  281  255    0  168]"
3742,"[5265    7  288    4 6254 7346   49  287  353 1558  505 4873 7567 6269
 6113 7504  132 3721]"
1828,"[  84   67 2099  283    0  132 2275  861 1104   14  130  326   35 2075
 6249 6207 9393]"
1832,[1772   72 2099  353  158]
1830,"[2306 2099   84  353  281 2288  161  132   35    0  861 1209   67  288
  158]"
1861,"[1986    2 2243 1558  188 2082  861  208  204  281   29    4  132   44
  101 2319 1066  161   85 2144 1812 2336   54   16 1772  158]"
1833,[  84  101 2099  108  161 2275 2144    7   49 2082 2306  326]
1839,[2037 2099  353   56 2306 2082  130 2256    0 1209   35]
1834,[ 288 2144  108  130   49 1558]
1844,[ 342 2220  861 2256 2027   29  130 2099  335]
1842,"[   7   28 2306   54 2099   35    2  861    4 2275   56 2037 2075 2243
    0  266  130 1772  204 2144 4151  132 3721 1793   16    1   49 2392
  288 2082 1209  274]"
2949,[6239  132   16 6198]
1890,[ 329  132    0   28  274  288 2392]
1845,[  85   28   49 2809  288]
1846,[  16  101    4 2306  342 2082  168   65 1209]
1853,"[2349  132 2075 1209 2027   85   28 2082    7   14   54  101 2306  274
  333 1793  188   49  958    0 1109 2288  146  130 1772 2099 2275 2144
  158  335  288   13 2319   56  293  255   35]"
1851,[ 266 1066    0  958  132   16 2099 2220  158  495 2319 2144   54]
1847,[7]
1879,"[   0 2037 2306 2099 1209  146  132 2082   35  100  161  130   85 1109
  287 2288   67  158]"
1850,[0]
1864,[  35 2336  130 2243 1986   67  293  188 2099 1209  131  132 2306  158]
1914,[   0   67  281  161   28 1209   56  132 2288   50  288  158  255]
1903,[2075 1209 2351  333   49   67  288]
2063,[ 991 1558  887 2392   67 2209 2144 3491 9519 6359 6168]
3729,[6269 6254   49  287 2220]
1906,[2623   28 1209  281    7    0   67 1772 2345   35  288  158  857]
1908,[2623]
1909,[2623]
1910,[2623   13]
1911,[2623]
1912,[2623 1109   35  146 4151   67    0]
1913,[   0 1986 1558   67   16  288 2351  208 1209  158  146]
1950,[2750    7 1558 1209   67 2288  158   35  146  293 2871]
1954,[2075  130   67  188   85    7  288 6115 2306 8346 8165 7816 7600]
1948,[ 329  342  333 1066  161   91  288   67  293  281 2037    2  158 2075]
1946,[288 161]
1915,[  68  188  315  274 1209]
2316,"[5664    2 2306  132   53  861 1209   49 2820  131  100 4720 3721 2392
 2075  158 4151 2082]"
1926,[2220    7    0  287]
1924,"[ 288  274   50    0 2275   28 1209  130   16 2392 2288 2220  329  101
 2678 2179    7  133 2037]"
1925,[  68    7  161 2037  139]
1927,[2623]
1937,[2220 2179   67 2306  315]
1934,[  85  130 2220]
1935,[2306  132   16   67  315]
1932,[ 132 2306 1209]
1938,"[2220 2678  333 2256  132 1986    7  288 1578  287   91  274   35 2082
  283 2392 6266 6113   67 9475 6269 6120 6122   54 2306 3721 6278   49
    0 6976 6322]"
1942,"[ 861 2678  857   67 2275  131  161  208  274  130  288   35  133 2288
 2037 1986 1812  255  188   54 1983   53    0]"
1939,[   0   85   50 1986   67  131   13  101 1209  255  158]
1940,[  85    7 2144]
1943,"[2678 2275 2082  204   16   35 2351  130 2392  161  288    4   49 3711
 6321    2    3  164 8114]"
1941,[1578   49]
1951,[1983  353  130 6098]
1947,[   0  329   67  274  132 2351 1209  208   35  158 2075]
1949,[ 274 1209 7600 9174   68]
1953,[ 333   67  342 2256    2 2351  130 2288    7    0 2820 6120 6113]
1955,[2392 2075  130   85  188  158  865 6098  288]
1956,[  85 2037 2129    7  288   16  315 2345  865  188]
1961,[2288 1109  188  288 1986  329 2075  342 2392 1983   54  132  234]
1957,[ 132 1109    1 2392]
4548,"[7600 6321 7719 8192 7636 7816 7424 6359 6151 2220 8232 2170 6269 8260
 8736 6249 7760 8650 8816 8982  164]"
1967,[  16 1986  315  158   72  188]
1958,"[ 315    7 2750  130 2288 1109 1986 2351 2075  188  288    4   49 2082
  158    0]"
1959,[2075  188  158  315  283]
1972,"[   1  315  287  283 1209  353  161 2075 2820   56   11   49   16  805
    7  958  132  100 1986 4720 5359 4151 6113 6117 9475 6359 6155 6269
 6168 2306    0 1558 6249 7575 7508 6274 8117 7719  131 7600 7760 3491
 8159 8232 8260  274 7816 7620 9112 9485 9335 9496 9144 9288   68 9548
 9584 9605 9610 7962 9393  281 9512 9510 9217]"
5673,[9690]
5324,[9533 6113  293 9393 8232 9503 9534 7757 1558 7636]
5322,[9384 6269 6359 9149    1 7757 8232  287 9144]
5289,[6269 7424 6113 9144 2820 9335 1558 6359 9503 9475 7760 9567 9568]
5241,[2170 8059 9633]
5222,[7508 9481 9496 9149 1558    4 9475 2170 9335 6155  281 9393]
5202,"[1558    4 9335 6113 7424 9112  293 7543 6359 9475 2220 9496 9408 9240
 9334 8125 7346  287 6269 9497 9482 7816 8736 7504 9388 9571]"
5170,[7600 9481 6260 6321 2170 9335]
5169,[9476 2170 6113]
4480,[3721 7816 6321 8151 8026 9475 7636]
3603,[ 288  353 6113 6254 6269  287    2 7346 5265]
3453,[ 287 6168  333]
2445,[ 132 2306 1209 1104]
1977,[2809   85]
1973,"[  35 2809    2 2275  495    1  315  288   10  293   56  130 1578  158
  208]"
1974,[168]
1975,[2275   28  255]
1976,"[2820  188 2750  329   10 2288   53    2    1   13  158 2275 1066   85
  315  288  353 1986  208  130   56   67  146 2345  281]"
1978,[2809  287   67  293  329    2 2349  288  274 2220]
1981,[ 7 85]
1982,"[2871    1   35    7   10  246  293    2 1986 2275   16  288  281   49
 2220 1793   54 2336  158  857    4 2889  161  255  204 2144 2082]"
1983,[  28    7   85 1986    0]
2029,"[   0  288  287   54  130  279  274    8   72   67    7  101    9  129
  283  158   13   56  255  304  298   37   14  861  281 2037   50 1558
  353 2082  878  168 2392 1986 1066 2288 1109 2336  315   53  805 2220
  887 2256  958 2075   49  133 2306  991 7846    1 6113 7636 6359 9475
 6321 6144]"
2277,[5265  132  101 4151 2082    0  287    4]
1985,"[  67 6155  132 1109  342    7   14   68  958   50   49    4   85   16
   28   56  281  130  266    8  283 1730 1772  878   29  991  255    1
 2027  887 9393 2099 2319  239    0  288 2336  168 2871 2243 2306 2037
 2075  293 3491 4151   53  274 2082 2144 9446 9905  805  329    3  267
 4720 5305 6120    2  164 6106 5082 6115 2820 6117 6122 6249 1066 6149
 6165 6171 6113 1209 2129 6208 6168 5343 6217 5265 6151 6134 6247 4873
 1558 6431 6274 6280 6144  960 2750  204 7294 7405 6322 6310 9950 7346
 5664 6156 6290 7600 7575 7543 7508 9475 7903 7636 7875 7504 7719 7864
 8052  353 8018 8232 7816 9654 9353 8982 9150 8060 9144 6237 9217 9176
 8102 9304 9478 9482 9503 9174  131 6359 9610 9568 7760 9149 9620 9571
 8816 9786 9363 9690 9792 9930 9931 9916]"
1987,[ 333  329    1   11 1986    7  101 2082   16  132]
1988,"[2889  329 2275 1793 1986  132  288  274 2243  158  131   67 2075 1558
  283]"
2008,[ 283  188    4  132 2075   44  274 4151  204]
2034,"[3456 2820  293    2   49   16   10  274    1 2075 1558 2392 2082  100
  333  281 2144 1109 1986  133   85   35   67  158 3498  132 6117 1066
 6554 6310  505  288 8114]"
2001,[1793  287 2144   16   54 2027 2220 1558   53 6208 3143]
5021,[8018]
4985,"[7508 9144    1 1558 6274 7600 7986 2170 6249 9174  288 7816 7424 2075
  287 6306  281 6260 3491 8310 8346 8018 9240 9186  164 9495 7760 9353]"
2024,[ 315 3318  161  293   56]
1993,[ 288  329 2243   67  287  164 4873 3721 6171 1066 6165  821]
2017,"[   0  288 1986    4 2256   35   10  293   85  274  361 2392 1209 1558
  101    7  158]"
2020,"[ 255 2392  279   16   56  283   10    4 2082  158  288   35   67 2144
 3318 2220    1 1986  315]"
2006,[288  68]
2172,[4151]
2021,[ 288 1986   67    1  283  274   49]
2047,[53  1]
2011,[2075 1793 1558  329    2 1209   65  333 1066   35  287   16]
2012,[ 53   1 287   7 329]
2019,"[ 281    7  131    0   85   53   49  361 1986 1209   16  100  161  158
  315   56]"
2297,[2306  132]
2117,"[2075   53    7   54 2351 1109 2144 1209 1558 3491  288 3721  861   49
   10   56  100   16 1986  132  101   35    4  329   67 2037 2820   29
  208 2082  361 4151 1793]"
2018,[361  49   7]
2015,"[ 188 1986   49  293   16    1   53  315   35  161    4  283  208  495
 2075  878 2082  101  100]"
2016,[53]
2023,[315 208]
2022,"[  56 1793 2392  287   67    4    2  293  281 2082   16   44  288 2075
    7 1558 3318 1109  101    1 2288  158   49]"
2025,"[3318 2144  293 1793  281 2082   44   16  342    1 1109  288 1558   35
 2075 2220 2820 2288]"
2028,[ 288 1558    0    7 2082  861 2392  101 2256  287 2220 4151 4720]
2027,"[   1   28  274 2256 1109   56   35   53  208   49   68    7  161  293
 2037  101 2075  288 2351 1986  805 4873 5305 6117 1209]"
2480,[6117 2306    0 6173]
2030,[  85 2082    4  208 2392   72   35]
2036,[   7   56 2889 2750  188  287 1983  283 2209]
2033,[1986   53    4    7 1209  293  101 2392   16 6117   67]
2035,"[   0   16   53    1  281   35   56 1986  274  287  878    4 2889  146
  101  158]"
2032,[   0   53    1  805 1209  495  958  315 2075  158]
2031,"[5359 2082 2392   16    4   49  293  288   56   53   35  208  158 2809
 4720   67 3711]"
2037,[  49   68 2392 2082 1986  132   16  333 3491 2351  287  288]
2044,[3498    7 1109   35 1558   49]
2040,[ 132 1109 2889  958 1986 1558]
2038,"[3491  158 1558 2392   16 2075 1209  100 1983  161   49  342 2082    7
   35  133   67 1176]"
2054,"[3659  861 3657 2037    0    1   16   49  333 2220   10 3318 2075  805
  329  158 3491  287 2392  100  274  288   56   35]"
2039,"[2306    0 1209   25 2392 1066   49 1772   16   65 2075 2288  274 3491
  333 6122 6106  130 6208 5779 6168  132 6155 9475    3 6144 6190 3143
 5343 2082 6113 6274 7567 7816 7846 6359  353 8102 7636 9150]"
2041,[3498  161  132  288  958   35    1    4   49  293   10]
2043,"[2256  132 3498  293    1    7  288 1558  958  281  333 2392 2820 1109
 2082   56    2   44  274 5590]"
2048,[ 208 2820    1  168 1109  287  132 1558]
2045,"[6269  132 6113    4  805 2889    7  204   68   67  288   85   16 1986
 5562 6209 6168    0 6322 4873 7720]"
2061,"[3721  335  281  161   29   10    2   35  131   54  342 3491 2288 1558
 2082  287  100   67  333 2075  158]"
2050,[ 132 1986 1109 9353]
2051,[2820    1]
2865,"[6217 6155 1558  132  283  288  287  333  274 6278 6269  100 9475    0
 2306]"
2142,"[2209 2037  132   53 2392   16  361   49 1209 3491    7 2075 1983  158
    4  125 1772]"
2052,[3491 1109   16    7 2220 2037]
2089,"[2209  293   49 1983 2392  288 2220  281 1558 3491 1986  287  333 2129
  130   29   16   67  315 5359]"
2097,"[ 287   67 2209  342 3491   56  288  281   29 2082   35  861    0  158
 9475 7346 8346]"
2076,[3568  158  100   67 1209   53   35 3491]
2311,"[  49  132 3491 3721    2 5359  274 1986 4151 1558 2820    7 1176 5562
    1  329 2306   86 2075  333  315  821   67 2129 4873 4720  168 2082
   53   68  281 2209 2392   16 5805 5779 2351]"
